Tweet,Offensive,Hate
RT @USER: ماكانش العشم يا مسار يا اجباري .. المسار ده بالذات كان اختياري,NOT_OFF,NOT_HS
صباح الخير يا شعب يا مسكين يا عايش على بركه ربنا,NOT_OFF,NOT_HS
يا سيد حسن يا عالي الجبيني يا قاهر قلوب العدا والله من بسمتك ماتو قهر<LF>الله ما يحرمنا من هالضحكة وتظل مطلعلن ظغطن URL,NOT_OFF,NOT_HS
بين العصر و المغرب مرت لمة خياله <LF>وعرفت فرس وليفي لانها شقرا و مياله<LF>ميلي يا بنيّه ميلي يا ام الدشاش النيلي <LF>حبك سرقلي ليلي واحرمني نومة ليلي<LF>لا تضربني لا تضرب كسرت الخيزرانه<LF>صارلي سنه و ست اشهر من ضربتك وجعانه<LF>والله لنصب مرجوحه بين سطوحي وسطوحه <LF>خلي يقولو حرامي روحي متعلقة بروحه,NOT_OFF,NOT_HS
يا شيب عيني يا جوليان أسانج، ما اللي مثلك يستحق الظلم والخذلان,NOT_OFF,NOT_HS
@USER حبيبي والله يا رفعت يا جدع 💙 انت بقا الدفعه كلها بتحبك دكوره ونتي 😂,NOT_OFF,NOT_HS
يا حياة القلب يا طب من كان ولهان يا دواء علتي انتِ نصيبي وبختي ♥️,NOT_OFF,NOT_HS
@USER الله يبارك فيكي يا آمال يا جميلة 😻😻♥️♥️♥️<LF>مفرحانى ف كل الapps والله وقمر قمرررر 😘😘,NOT_OFF,NOT_HS
RT @USER: @USER يا رب الفرج منك يا رب #اسقاط_القروض_لليوم_132,NOT_OFF,NOT_HS
@USER طب قولي جبت ثقه امك منين ها ؟ <LF>وانت قايل بلسانك انك مخدتش معاهم ولا بطولة حتي <LF>خلي بعيد عن الاهلي يا خمورجي يا خول عشان جمهور الاهلي قلبته وحشة,OFF,NOT_HS
RT @USER: شاااايفك يا عجوز يا مصدي يا الجيت بعد نجاح الثوره دايره تاخدا باردا ... على قولة زول كدا ( لق لق لق دي تلقاها عند الغافل )…,OFF,NOT_HS
اقنع اختي تروح تختبر بدالي بس مشكلتها انها صارلها مليون سنه بالجامعه مايسوى عليها طقعه باخر ركعه منك لله يا العرب يا اسخف ماده وشايله همه بشكل,OFF,NOT_HS
RT @USER: يا مكثر غيابك و يا قل صبري..,NOT_OFF,NOT_HS
@USER @USER يا سلام يا سلام صح لسانك يا مبدعة,NOT_OFF,NOT_HS
يا مالكا قلبي يا آسراً حبي 😢<LF>النهر ظمآن لثغرك العذب😔😔😔<LF>قل لي إلى أين المسير في<LF>ظلمة الدرب العسير<LF>طالت لياليه بنا والعمر لو تدري قصير<LF>يا فاتناً عمري هل انتهى أمري<LF>أخاف أن أمشي في غربتي وحدي😭<LF>في ظلمة الأسر<LF>يا مالكاً القلبي💔 😞<LF>#انتي_عصية_على_النسيان,NOT_OFF,NOT_HS
RT @USER: #جنودنا_البواسل_يدحرون_الارهاب يا مسلمين يا مسلمين يا مسلمين ساعدوني الله لايحرمكم عافيتكم ساعدوني لي وجهه الله العظيم ال…,NOT_OFF,NOT_HS
يا يسوع الكلّيّ الرحمة، يا من هو الصلاح بالذات، تقبّل في مسكن قلبك الأنفس الفاترة. ولتشتعل هذه النفوس الصقيع التي ملأتك بالنفور أثناء نزاعك في جبل الزيتون بنار حبّك الصافي. URL,NOT_OFF,NOT_HS
وأنا عليك أغار وإن حرك طرف ثوبك مهب<LF>وأغار من كف الهوى لاشال عطرك وإنت لي<LF>يا أصدق من عيوني إذا هالكون بعيوني كذب<LF>يآ مبتدأ يا منتهى يا اخري يا أولي🖤,NOT_OFF,NOT_HS
@USER الف سلامه عليك والله التأهل ملهوش اى لزمه ولا حاسين بفرحته علشانك انت يا نجم والله ولا فارق معايا خالص وحزين على إصابتك اول مرة لا افرح لفوز الزمالك وده علشانك يا فرجانى يا معشوق الزملكاوية #فرجانى_ساسي,NOT_OFF,NOT_HS
الجني اللي كتب لي اني في كفه والعالم في كفه تعال اثبت كلامك احتاجك بهالوقت 🙂🙂🙂🙂 يا جني يا نصاب كبير 😏😂,NOT_OFF,NOT_HS
"""يا قدسُ.. يا مدينتي يا قدسُ.. يا حبيبتي غداً.. غداً.. سيزهر الليمون وتفرحُ السنابلُ الخضراءُ والزيتون وتضحكُ العيون.. وترجعُ الحمائمُ المهاجرة.. إلى السقوفِ الطاهرة ويرجعُ الأطفالُ يلعبون ويلتقي الآباءُ والبنون على رباك الزاهرة.""<LF>🍂🇵🇸",NOT_OFF,NOT_HS
اللهم يا سابق النعم يا دافع النغم يا فارج الغمم ي كاشف الظُلْم يا اعدل من حكم يا حسيب من ظَلم يا ولي من ظُلِم يا اول بلا بداية يا اخر بلا نهايه يا من له اسم بلا كنايه اجعل لي من امري هذا (اذكر حاجتك )فرجا ومخرجا #بن_لادن_بلا_رواتب_لرمضان,NOT_OFF,NOT_HS
@USER 😂😂😂😏😏😏😏 م ادري عنك يا تقيل يا م شغال بينا هه,NOT_OFF,NOT_HS
@USER @USER عمي يعميك يا حقير خرا يترس حلقك يا نعال يا عنصري ما ينطم الا عائلتك الحقيرة 😜😜الاسمر ولا الابيض 🤣🤣 ولا حنطاوي احسن 😜😜👊اجلدتكم الشيخة صاحبة الحساب جللللد😆😆😁✌️,OFF,NOT_HS
يا وجهتي ، يا دروبي .. ياللي من عرفتك وصدري متبرّي من همومه'🖤',NOT_OFF,NOT_HS
قلب بالحق تعلق<LF>وبغار حراء تألق<LF>يبكي يسأل خالقه فأتاه الوحي فأشرق<LF>اقرأ اقرأ يا محمد<LF>السلام عليك يا يارسول الله<LF>السلام عليك يا حبيبي يا نبي الله,NOT_OFF,NOT_HS
RT @USER: إلهي أنت الكريم الساتر، يا من هو الأول والآخر والظاهر والباطن، يا مفرجَ الكربات، يا مزيل العظيمات، يا مجيب الدعوات، يا غافر ا…,NOT_OFF,NOT_HS
اللهمّ يا عظيم السلطان، يا قديم الإحسان، يا دائم النعماء، يا باسط الرزق، يا كثير الخيرات، يا واسع العطاء، يا دافع البلاء، يا سامع الدعاء، يا حاضراً ليس بغائب، يا موجوداً عند الشدائد، يا خفي اللطف، يا حليماً لا يعجل.,NOT_OFF,NOT_HS
يا الله يا رب يا كريم يا عزيز يا جبار. يا قادر يا رحمن يا رحيم اُناجيك بكل اسم سميتا بهي نفسك انك تحقق ما نتمنى ، بتيسير و تسهيل يا حي يا قيوم ،يا عالم بكل شي ، قل لما يجول في خواطرنا و عقولنا كون ليكون .,NOT_OFF,NOT_HS
@USER و انتي طيبه يا اسماء ربنا يخليكي يا حبيبتي 😍❤️😍❤️😍❤️😍❤️,NOT_OFF,NOT_HS
RT @USER: ادعم جروس يا خالد يا غندور يا عرص مش وقت تقطيع في الفريق <LF>#ادعم_جروس,OFF,NOT_HS
@USER @USER استحوووا قليل استحوا ع وجوهكم يا انذال يا فتالين تبيع حتى جسمك للامارات,OFF,NOT_HS
يا الماني يا قذر <LF>انا كنت اقول انها موب بلنتي بس باعادة الڤار واااااااضحه انها بلنتي !,OFF,HS
RT @USER: الدوري يا زمالك 🇦🇹 الدوري يا زمالك 🇦🇹 الدوري يا زمالك 🇦🇹<LF>الدوري يا زمالك 🇦🇹 الدوري يا زمالك 🇦🇹 الدوري يا زمالك 🇦🇹<LF>الدور…,NOT_OFF,NOT_HS
عمر يا عمر انا بحبك يا عمر❤️🔥,NOT_OFF,NOT_HS
@USER مايصلح تجمعين زوجين مع بعض يا هذا يا ذاك زعلتي تويتر 😂🤦🏻‍♂️🏃‍♂️,NOT_OFF,NOT_HS
RT @USER: يا مساء. الشوق.. يا بسمة حياتي<LF>يا مسـاء الــورد يا روح المـحـــبه<LF>يا مسـاء الخــير يا كُل امنيــاتي<LF>يامســاء الحـــب يا وج…,NOT_OFF,NOT_HS
@USER @USER ابقي اسمعي كمان يا كاويني يا علي، أيقونة الدلع والرقة,NOT_OFF,NOT_HS
@USER تسلملي يا غالي ويحميلك عيلتك يا رب 🙏🏻,NOT_OFF,NOT_HS
RT @USER: يا حارس مالنا ودمنا يا جيشنا جيش الهناء جيش واحد شعب واحد <LF>#اعتصام_القياده_العامه URL,NOT_OFF,NOT_HS
الله عليك يا صلاح يا قدوة يا ملك بيلوموني فيك😔❤️❤️❤️ URL,NOT_OFF,NOT_HS
المذيعة أخدت بالها ان بافيل نيدفيد مش بيبصلها و هي بتكلمه فسألته أنت مش بتبصلي علشان لبسي؟<LF> قالها أنا مقدرش أجبرك إنك تلبسي الحجاب أو تغطي صدرك لكن أقدر إني أغض بصري عنك لان هذا ما امرني به الله<LF>الله على اخلاقك يا ارهابي القلوب يا غطاس المؤمنين 😍🤣<LF>@USER URL,OFF,NOT_HS
انت في حياتي اغلى شيء ما اعيش من دونك اكيييد لان قلبي في حي كل يوم حبك بي يزيد يا راااحتي وكل الهنا يا نبض قلبي وكل الغلى naif alajmy❤️,NOT_OFF,NOT_HS
RT @USER: #يا_الله<LF>رمضان هلّ هلاله فاستبشر يا عالم<LF>وصفقي يا أيام وابتهجي يا نفوس<LF>وانتهجي سبل الهدى!!<LF>حياك الله يا رمضا…,NOT_OFF,NOT_HS
يا عطبرة الطيبة يا منبع الثورات <LF>كل الحب ياخ ❤ URL,NOT_OFF,NOT_HS
يا ترى يا حبيبييي يا ترى,NOT_OFF,NOT_HS
@USER يا أصدق من عيوني اذا هالكون بعيوني كذب .. يا مبتدأ يا منتهى يا آخري يا آولي.,NOT_OFF,NOT_HS
@USER يا بحرين يا مستشار يا منامة وين وديتنة ندري اليوم جمعة وكله تريد تغير جو اخذنه للزوراء للجزيرة مو للبحرين,NOT_OFF,NOT_HS
اخو شريكي 😂 و عين اعيان طب بيطري .. اللي بيسب لاخوه و اخوه بيسبله عادي جدا 😂♥️<LF>ربنا يوفقك يا ف حياتك يا حب ♥️,NOT_OFF,NOT_HS
RT @USER: ما كنت تستني تريند للمحجبات ولا لازم تتحشرو فكل حاجة يا مرضي يا ولاد المتناكة URL,OFF,NOT_HS
RT @USER: يلا يا مختلط هانت يا ولاد الاعرج<LF>#يلا_زمالك_السادسه_هانت,OFF,HS
مره بكلمهم وكل شويه يا فندم يا فندم قمت مره واحده معليه صوتي متقوليش يا فندم الراجل يا عيني اتخض مبقاش عارف ينطق 😂😂😂💔 URL,NOT_OFF,NOT_HS
يا بشر يا عالم يا عشاق الدايره المستديره هذا اسم الزعيم الهلالي.. اخذ الاهلي رايح جاي دوري وعرب.. زعيم والله زعيم..,NOT_OFF,NOT_HS
@USER اللهم يا ذا الجلال و الاكرام يا واسع المغفرة يا من ببيده ملك السماوات و الارض أغفر لهذه الأم و أمي و سائر امهات المؤمنين.....,NOT_OFF,NOT_HS
@USER يااااااااارب دايما بخير يا زوزو يا بنت الناس الطيبين . وتسلمى من كل شر يارب,NOT_OFF,NOT_HS
((أمن يجيب المضطر إذا دعاه ويكشف السوء))<LF>ربي أنت المجيب وأنا المضطر فأكشف عني ما أنا فيه<LF>يارب فرج همي ويسر أمري وارحم ضعفي<LF>وقلة حيلتي وأرزقني من حيث لا احتسب<LF>يارب انك سميع مجيب الدعاء <LF>يا قادر يا قدير و يا مقتدر يا رحمن يا رحيم ...,NOT_OFF,NOT_HS
يا نجم ومنور سماي يا أمسي الحاضر وجاي يا نبضي وصافي هواي أبيك أنا كلي أبيك 💛🎶,NOT_OFF,NOT_HS
متى تحط فيسكام ؟<LF>ننتظر تحرياتك عشان تعرف من انا. — فيس كام ما فيه لين انا احط غيره لا تشغلوني انت يا حمص يا جاكي وارجح جاكي URL,NOT_OFF,NOT_HS
يا ناعم العود .. يا سيد المِلاح,NOT_OFF,NOT_HS
يا منسي يا منسي يا بتاع القرن ٢١ يا محدث النعمه<LF>Ahmed Mansy 😂 😂 😂 😂 URL,OFF,NOT_HS
RT @USER: يا شعُور عيّا ينشرح، يا غصّه عيت لاتروح.,NOT_OFF,NOT_HS
RT @USER: يا بعد روح روحي يا العتيبي 💙 URL,NOT_OFF,NOT_HS
RT @USER: اللهمّ أسكنهم فسيح الجنان، واغفر لهم يا رحمن، وارحمهم يا رحيم. اللهمّ إنّ رحمتك وسعت كلّ شيء، فارحمهم رحمةً تطمئنّ بها نفسهم…,NOT_OFF,NOT_HS
@USER @USER يا عدرا يا أم النــور <LF> الدنيا صارت ظلم وجـور<LF>لا تتخلي عنا اليوم <LF>شعبي من ظلمُن مقهور<LF>ياعدرا شعلنا شموع <LF>وضحينا وذرفنا دموع<LF>احمي بلادي يا يسوع <LF> خاطرها الليلة مكسور <LF>يا عدرا لعنـدك جيــنا <LF>يا عــد,NOT_OFF,NOT_HS
@USER متفهم كسم الناس يا مبدع يا مفكر يا معقد يا عميق يا مثقف ، تواضع أرجوك,OFF,NOT_HS
يا ضمير يا واطي ياللي ما عندك احساس الساعه 3:43,NOT_OFF,NOT_HS
@USER يا مساء التفاح يامجرم يا سفاح,NOT_OFF,NOT_HS
"#الرياض_الان<LF>اللهم يا منتهى كل شكوى، يا كريم الصفح، يا عظيم المن، يا مقيل العثرات، يا مبتدئا بالنعم قبل إستحقاقها، إغفر لنا وإرضى عنا وتب علينا ولا تحرمنا لذة النظر لوجهك الكريم.""",NOT_OFF,NOT_HS
لفي فينا يا دنيا <LF>لفي فينا يا دنيا <LF>لفي فينا يا دنيا <LF>لفي فينا يا دنيا <LF>ولفي فينا يا دنيا URL,NOT_OFF,NOT_HS
اقلبوها يا عالميين يا أفضل نادي خليجي 💪🏽🔥 #الاتحاد_النصر,NOT_OFF,NOT_HS
الله يرحمك يا خويه يا سندي. ادعوله بالرحمه,NOT_OFF,NOT_HS
@USER يا فهد يا نمر يا بطل يا كل شيء حلو انت,NOT_OFF,NOT_HS
@USER يا نونو يا قطوه لا اعرفك ولا تعرفني ف توكل قبل لا اغسل شراعك,NOT_OFF,NOT_HS
زمان تعارض النظام جهة وحدة تقوم بتمرطيزك يا قتل يا سجن يا اتهجك برا البلاد بكل ..<LF>توا تقول اح للنظام اتمرطز من الشعب كله <LF>هذى تبيلها وحدة من اقوال جد اعويلتى الله يرحمه :<LF>بوووووبّى,NOT_OFF,NOT_HS
RT @USER: يغريني جمال عيونك و حسنك من جماله صنف حالته فرديه انتي من البشر حوريه مالك في البلاد مشابهه يا شبه القمر يا ضيه مدري السحر ج…,NOT_OFF,NOT_HS
@USER ههههههههههههههههههههههههههههههههههههههههههههههههههههه وينك قبل تتغزل في هلالك بلفوز تخسر نقاط وتقعد تصايح الاتحاد السعودي هو السبب شفيك يا حياة الفهد يا دراما انت 😂😂😂✌🏼💙💛 فريقك قدام النصر طقع 😂,NOT_OFF,NOT_HS
أب يصف ختمة أبنته للقرآن:<LF>أودعت ذكر الله فيك، فنشأتِ من نورِ لنور ونجحت يا قلب أبيك، يا مصحفي يوم النشور✨,NOT_OFF,NOT_HS
يا كل أصحابي يا دعوة أمّي💜. URL,NOT_OFF,NOT_HS
"يا لحظَّكَ يا أبا بكر :<LF>""إنّ الله بعثني إليكم، فقلتم: كذبتَ<LF>وقال أبو بكر : صدقَ<LF>وواساني بنفسه وماله<LF>فهل أنتم تاركو لي صاحبي"" ❤️<LF>.<LF>رواه البخاري",NOT_OFF,NOT_HS
RT @USER: ايها القائد...أيها الزعيم يا اشرف الرجال يا من تهتز الارض من وطأة قدميك وتنحني الرؤوس ولتقبل يديك كلنا معك كلنا رجالك ونعشق…,NOT_OFF,NOT_HS
#شعب_السودان_في_قلب_سلمان<LF>نفعل هاشتاق #واعتصموا<LF>الناس تعتصم لمن نشوف البشير يا في لاهاي يا المشنقة<LF>دم الشهيد ما راح<LF>الوعي خيار الشعب,NOT_OFF,NOT_HS
"RT @USER: ""يا ابن آدم لو بلغت ذنوبك عنان السماء ثم استغفرتني لغفرت لك""<LF>إلهي ربي مولاي وخالقي يا كريم العفو يا واسع المغفرة .. كم من ذنو…",NOT_OFF,NOT_HS
@USER هامشهري جابر آغا ملالي..<LF>يا بابا العالم كلها تعرف وانت تعرف وانت كذاب وانت خربوط وانت نامق مالك مطرود من السودان<LF>خل العربية بصوب اصلا جاني اتصال من المطار واستلمت الخبر يا مليق<LF>خل عنك هالكذب.. راحوا ومحد استقبلهم وتم الطرد ي,OFF,NOT_HS
@USER الرجاله لبعضها يا وليد يا خويا و آخرة خدمة الغز قضية تحرش 😂,NOT_OFF,NOT_HS
كل سنة وانت طيب يا تيفا يا حبيبي ❤️ ❤️ URL,NOT_OFF,NOT_HS
أخذت قلبي من ضلوعي ووصيته<LF>وعلمته أن مالنا حيله ورديته<LF>المشكلة حلها ماهوب في ايدينا<LF>ماعندنا غير يا علّه و يا ليته<LF>أنا ما قصرت راستله و كلمته <LF>والله لو اقدر اسوي شي سويته<LF>كذا النهايات ما ترحم ضحاياها<LF>ليت الغرام أوله يشبه لـ تاليته.,NOT_OFF,NOT_HS
RT @USER: @USER منور الدنيا كلها يا بتاع الكيميا يا متركب انت 😍 URL,NOT_OFF,NOT_HS
@USER اثيوبيا يا اخت بلادي يا حبيبة ..<LF>اقرب جار الي قلوبنا ..<LF>#السودان_اثيوبيا<LF>#اعتصام_القيادة_العامة <LF>#السودان_الجديد,NOT_OFF,NOT_HS
@USER الحمدلله عايشين اعز عيشه في حكم ال سعود الله يطول في اعمارهم ويجعلهم ذخر لنا وللمسلمين وانتي يا الامعه يا خادمة اردوغان وتنظم الاخوان الارهابي خليك بشؤونك,OFF,HS
@USER @USER و انتي شو زاعجك يا فتنة يا طاءفية ؟ انا حابب اعرف شو طاءفتك ؟ فيكي تقوليلي ما هي طاءفتكي ؟,OFF,NOT_HS
يا جدبه يا ختياره يا زينه كل الحاره 😅,NOT_OFF,NOT_HS
يا ريت يا حسين يا شحات يعني تلعب كويس النهارده يا ريت يعني يا كابتن<LF>وحمدي فتحي مغضوب عليه ليه !! URL,NOT_OFF,NOT_HS
@USER يا حبيبي يا بابا راغب انت احلى بابا في الدنيا ربنا يطول في عمرك يا حياتي يا بابا راغب ربنا يطول في عمرك يا حياتي يا بابا راغب انا بحبك قويييييييييييي قويييييييييييي قويييييييييييي قويييييييييييي قويييييييييييي قويييييييييييي قويييييييييييي قو,NOT_OFF,NOT_HS
إلهي لا تبتلينا فيما لا نستطيع عليه صبرا يارب يا سيدي يا مولاي يا ربي يا حي يا قيوم برحمتك نستغيث أصلح لي شأني كله ولا تكلني إلي نفسي طرفة عين🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋😓😓😓😓😓😓🙏🙏,NOT_OFF,NOT_HS
@USER و يقويك يا رب و يعافيك يا محفز,NOT_OFF,NOT_HS
@USER صباحك منعش ولذيذ يا أم عبده يا غاليه😂<LF>متنسيش ان #شعبولا خريج مدارس اللغات الدولية في البخ والمكواة يا عنيه 🤣🤣🤣,OFF,NOT_HS
RT @USER: يا كثير الخير يا ذا المعروف يا قديم الاحسان احسن الينا باحسانك القديم برحمتك يا ارحم الراحمين، فك السحر، جلب الحبيب، ر…,NOT_OFF,NOT_HS
RT @USER: يا كامل الذات يا جميل الصفات..♥️ عليك السلامُ عليك الصلاتْ 💙🌸,NOT_OFF,NOT_HS
@USER هههه يا دزيرية با تركية يا لبنانية يا سورية,NOT_OFF,NOT_HS
RT @USER: احاول اخفي انبهاري ..<LF>لكن ملامحك جداً حلوة يا بيبو يا حبيبي ..🍁<LF>#احموا_جمهور_الاهلي URL,NOT_OFF,NOT_HS
RT @USER: الله اغفر لنا ولكل المسلمين يا كريم وتب علينا يا رحمان يا رحيم ..,NOT_OFF,NOT_HS
@USER يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<LF>يا رحيم يا كريم<,NOT_OFF,NOT_HS
@USER اقسم بالله الاتحاد وجمهوره غالين علي بالحيل من قلب هلالي ادق تحية احترام لك يا العميد يا الاتحاد ولكم يا جمهور الاتحاد وفالكم كاس الملك 🖤💛😎💙🖤,NOT_OFF,NOT_HS
@USER يا سلالي يا انجس النطف ماتدري ان اهل يافع لعنو سابع جد لجانكم وزاوطوهم من عدن لين وصلوهم الحديده لولا اليهودي فرع عليك ولا كانك بتأكل تبن الان... قد لبجوك بخارج بلادهم كيغ لو تجي لبلادهم والله لا يلعنو سابع جدك الرسي النجس,OFF,NOT_HS
دوار<LF>سوالف ليل تجمعنا وحنا ما احد معنا<LF>وتحدثنا في تالي ليل سوالف ليل<LF>يا جمر الأمس يا باكر رماد<LF>بتشرق شمس ويغيب الميعاد<LF>ليلة .. يا ليلة يا بعد عمري .. بأحمل جمرها بصدري<LF>واحبك لا احد يدري!!<LF>وخفنا الناس تسمعنا يا انتي لا توادعنا<LF>لا تخافي بيبقى اللي جمعنا<LF>سوالف ليل او حفنة رماد!!,NOT_OFF,NOT_HS
بلاش مُعاملة الباب المتوارب ، و لا العلاقات المتعلقة بخيط دايب ، خليك يا أبيض يا أسود ، يا تفتح الباب يا تقفله ، بلاش الحيرة و التفكير الكتير ، خُد قرار و نفذه و خليك قد قرارك .. الباب المتوارب ده أخرته وقعة بتقسم الضهر ...💜🌸✋,NOT_OFF,NOT_HS
أنا يا محد يكلمني يا فجأة ١٠ بنفس الوقت يكلموني؟,NOT_OFF,NOT_HS
RT @USER: @USER فعلا 👆<LF>ولو البرنامج رجع يوم ٢٣ وصمم انه يطلع كل يوم صوت وصورة علي أنغام يا عزوتنا يا لمتنا 😣 يبقي و المصحف م…,NOT_OFF,NOT_HS
يا وريدي و يا هوى ينعش هناي؛ <LF>يا قديمّي و حاضري و الأولي💛,NOT_OFF,NOT_HS
"التايم "" بيض "" كله يا تحلطم يا سوالف عن هذوليك شو بلاكم 🙄🤨",NOT_OFF,NOT_HS
"RT @USER: "" يا كل عممري ، يا ابتهاجي يا فرحي ،💙. URL",NOT_OFF,NOT_HS
RT @USER: يا سلاااااااااام يا إتتتتيييي والله حرام يتعادلو حتى مين النصر قدامنا من الدور الأول إحنا احسن الحمدلله ياررب 💛💛💛🔥🔥🔥,NOT_OFF,NOT_HS
@USER يا روعاتك يا الريم اي والله روعة,NOT_OFF,NOT_HS
RT @USER: عن أي سلفية وأي منهج تتحدث يا غشاش يا جبان❗❗⁉️<LF>هب أن أبو المجالس لم يقل كلمة سرية فهل قال مجالس شورى أم لا يا جبان ⁉️⁉️ URL,OFF,NOT_HS
RT @USER: تسعينية يا ظلمه تقاضيكم <LF>وين تروح من من ربك يا ماجد الحقيل يا وزير #الاسكان انت والظالم الي معك مدير عام #الصندوق_الع…,OFF,NOT_HS
@USER سعادة في الدنيا والآخره يا عظيم يا نبيل يا صاحب الابتسامة الجميلة ... <LF>بارك الله فيك 🇸🇦💚🤲🏻,NOT_OFF,NOT_HS
RT @USER: اللهم يا حنان يا منان يا عظيم يا قوى إحفظ بلادنا من كل سوء وجنبها الفتن اللهم احمها واحرسها بعينك التي لا تنام وإجعلها إلي يو…,NOT_OFF,NOT_HS
تي برا يا ولد القحبة يا عن زك امك يا بغل ولله ماك راجل URL,OFF,NOT_HS
RT @USER: اشرف حاجة بتتهاجم <LF>اللي طرد الحرامية والكلاب والمرتشين والفاسدين بيتهاجم <LF>معاك يا خطيب <LF>في ضهرك يا اهلي <LF>الأهلي اشرف م…,OFF,NOT_HS
جايين تخلصوا الباقة انهاردة يا تي اي داتا يا ولاد الوسخة,OFF,NOT_HS
يا هملالي يا هملالي... ملا منظر 🥰 URL,NOT_OFF,NOT_HS
@USER يا زيييييينك يا بنتي طيبة 💜💚❤️<LF>بإذن الله أروح أنا وأنتِ وبس لمقهى أو مطعم قبل دخول رمضان وأنتِ سالمه,NOT_OFF,NOT_HS
أمّي يا حبّاً أهواه يا قلباً أعشق دنياه يا شمساً تشرق في أفقي يا ورداً في العمر شذاه,NOT_OFF,NOT_HS
@USER عقلية الأطفال حقت جمهور النصر بطلوها الاتحاد نادي كبير ويلعب باسمه ويخدم نفسه وما يلعب عشان احد وانت يا جماهير النصر يا تفوزعلي الاتحاد يا تسبونا بطلوها الاتحاد نادي كبير وعريق زيكم حتى لو جار الزمان علينا الاتحاد كببيييييببببببببر واحترموا,OFF,HS
@USER اللهم أنت الرجاء ومنك العطاء وإليك الدعاء، أسألك يا جواد يا غني يا كريم،<LF> أن تحفظني مع أناس أحبهم فيك، <LF>اللهم في الجنة أسكني وأسكنهم، <LF>وعن النار أبعدني وأبعدهم،<LF> ومن رزقك الحلال ارزقني، وارزقهم،<LF> ومن المرض اشفني واشفهم، <LF>وم,NOT_OFF,NOT_HS
@USER يا ابن لحرام يا بوق بشار يا سرمايه يا مفتن.. اهل لجبل ما الن منيه انن ستقبلو اهلن من لجنوب لحبيب.. يا ابن لحرام نص اصحابي شيعا من لجنوب من بعد حرب تموز.. يا ابن لحرام يا بوق بشار ما تكسرت سيارات لشيعه غير بسوريا حد مقام ست زينب.,OFF,NOT_HS
RT @USER: @USER @USER انت الأجرب يا معتوه يا حاقد لن تصل حتى لجزمة ضاحي وما قدمه.لبلده ولكن الجحوش من امثال…,OFF,NOT_HS
@USER كل سنه وأنت طيب يا امبراطور يا حبيب الزمالكاويه يا محترم يا إبن المحترم كل سنه وأنت طيب وعقبال 100سنه صحه وسلامه وسعاده يارب 🎂🎉🎊🎈,NOT_OFF,NOT_HS
RT @USER: يا سلام عليك يا أحلى إرهابى<LF>يسلم لسانك URL,NOT_OFF,NOT_HS
اكتشفت إني شخص يا بركان يا جليد، مافيه حل وسط.,NOT_OFF,NOT_HS
يا لُطْفَك يا الله <LF>يا كَرَمٍَك يا الله<LF>يا حُبك يا الله <LF>يا سَنْد يا الله<LF>يا مَولاي,NOT_OFF,NOT_HS
@USER أفضل 10 جامعات عربية لعام 2018 URL<LF>وين الكويت يا وزير التعليم العالي ؟ يا مجلس الامة ؟ يا حكومة ؟,NOT_OFF,NOT_HS
RT @USER: يا غشيم يا عم يتغشمن🙄 الحريري هو الوحيد يللي حكي مع جواد ظريف بقصته وطلب الافراج عنه، او بدكم ياه يشكل فرقة كوموندوس ويحر…,OFF,NOT_HS
يا سماي و يا مناي و يا ميولي ..,NOT_OFF,NOT_HS
يا نبض قلبي يا اغلى من كل البشر,NOT_OFF,NOT_HS
RT @USER: يا مُنتهى كل الكلام، يا موطن العشق القديم، يا سيّدة كل المدن ♥️🌧 URL,NOT_OFF,NOT_HS
@USER يا تميم المجد يا عالي المقام<LF>#تميم_المجد,NOT_OFF,NOT_HS
@USER اللهم يا حي يا قيوم يا رحمن يا رحيم يا واحد يا أحد يا فرد يا صمد اتوسل إليك بقولك ادعوني استجب لكم أسألك أن تفرج هم كل المهمومين في كل مكان,NOT_OFF,NOT_HS
RT @USER: يا رب يا عزيز يا جبار .. انك القادر على كل شيء .. يا رب فرحه اتحاديه تُنسينا كل الهموم والمشاكل الي صارت هالموسم يا رب العباد…,NOT_OFF,NOT_HS
قووووووووووووول يا حبنا يا عميد <LF>💛🖤💛🖤💛🖤<LF>#النصر_الاتحاد,NOT_OFF,NOT_HS
"RT @USER: عشت في أوروبا ردحا من الزمن , لم أسمع أروبيا يقول لأخر : يا كاثوليكي , يا بروتستاني , يا أرثذوكسي ...أما في العالم الإسلا…",NOT_OFF,NOT_HS
@USER يا رب دايما فرحانه يا سعاد♥️,NOT_OFF,NOT_HS
RT @USER: يا ورد يا مهدينـي الـورد <LF>شكراً على لطفك و ذوقك💗 URL,NOT_OFF,NOT_HS
عشان انت مكدبتش هيا بتاعتي والباقي كلو ولاد كلب اعكسها عليك بقى — الله اول مره حد يعمل معايا كدا قلوب كتير يا انونه يا قمرر 😂💕💕💕💕💕💕💕💕💕💕💕💕 URL,OFF,NOT_HS
